brand_id,brand_name,category,brand_type,country,founded_year,notes
045,청년다방,식음료,시장혁신형,한국,2013,대학가 저가 음료 프랜차이즈. 청년 창업 붐의 상징
046,동화약품활명수,식음료,레거시대기업,한국,1897,한국 최초·최장수 기업 브랜드. 127년째 같은 제품 판매
047,샘표,식품제조,레거시대기업,한국,1946,한국 간장 산업 개척자. 70년 이상 같은 이름
048,복음자리,식품제조,미션드리븐,한국,1972,수녀원에서 만들기 시작한 잼. 종교 공동체 식품 브랜드
049,무학소주,식음료,레거시대기업,한국,1929,경남 지역 소주 브랜드. 진로에 맞서 지역 시장 수호
050,금복주,식음료,레거시대기업,한국,1952,대구·경북 소주 대명사. 전국화 시대 로컬 정체성 유지
051,한국야쿠르트,식품제조,시장혁신형,한국,1971,카트 끌며 집으로 오는 아줌마가 브랜드 아이덴티티
052,풀무원,식품제조,가치주도대형,한국,1984,자연주의 식품 철학으로 창업. 두부에서 시작한 건강식품 제국
053,오뚜기,식품제조,레거시대기업,한국,1969,3분 카레 하나로 즉석식품 시장 창출. 착한 기업 이미지
054,남양유업,식품제조,레거시대기업,한국,1964,분유에서 커피·음료까지. 불매 운동 극복한 브랜드 재건
055,매일유업,식품제조,레거시대기업,한국,1969,상하목장·바리스타룰스·폴바셋으로 브랜드 확장 전략
056,빙그레바나나맛우유,식품제조,레거시대기업,한국,1974,단지 모양 병이 브랜드 그 자체. 50년간 포장 불변
057,해찬들,식품제조,레거시대기업,한국,1988,고추장·된장 전통 장류를 현대적으로 브랜드화
058,청정원,식품제조,레거시대기업,한국,1996,대상그룹 식품 브랜드. 전통 장류의 도시화
059,종가집,식품제조,레거시대기업,한국,1987,두산 계열 김치 브랜드. 포장 김치 시장의 선구자
060,동원참치,식품제조,레거시대기업,한국,1982,참치캔 하나로 수산물 통조림 시장 개척
061,하림,식품제조,시장혁신형,한국,1978,닭고기 전문 기업의 브랜드화. 육계 유통 구조 혁신
062,사조대림,식품제조,레거시대기업,한국,1971,수산물 가공에서 종합 식품으로. 어묵·통조림의 대명사
063,정관장,식품제조,레거시대기업,한국,1899,한국인삼공사 홍삼 브랜드. 국가 농업이 브랜드가 된 과정
064,초록마을,식품제조,미션드리븐,한국,2001,유기농 전문 유통 브랜드. 건강 먹거리 운동의 상업화
065,더본코리아,식음료,시장혁신형,한국,1994,백종원이 만든 외식 프랜차이즈 제국
066,롯데리아,식음료,레거시대기업,한국,1979,한국 최초 패스트푸드 브랜드. 서양 음식의 첫인상 제공
067,파리바게뜨,식음료,시장혁신형,한국,1988,SPC가 만든 프랑스풍 베이커리. 동네 빵집을 대체한 프랜차이즈
068,뚜레쥬르,식음료,시장혁신형,한국,1997,CJ가 만든 베이커리 프랜차이즈. 파리바게뜨 대항마
069,본죽,식음료,시장혁신형,한국,2002,죽을 외식 메뉴로 만든 브랜드. 전통 음식의 프랜차이즈화
070,놀부,식음료,시장혁신형,한국,1987,부대찌개·항아리갈비 전통음식 프랜차이즈화 선구자
071,모나미,문구생활,레거시대기업,한국,1963,153볼펜 하나가 61년간 팔림. 단일 제품이 기업 역사 전체
072,동아연필,문구생활,레거시대기업,한국,1946,한국에서 가장 오래 연필 만든 회사. 디지털 시대 아날로그 고집
073,알파문구,문구생활,시장혁신형,한국,1980,동네 문방구를 체인화한 브랜드. 문구 유통 재편
074,다이소,문구생활,시장혁신형,한국,2001,천원이라는 가격 자체를 브랜드로 만듦. 일본 다이소와 별개
075,모닝글로리,문구생활,시장혁신형,한국,1980,캐릭터 접목 문구 브랜드의 선구자
076,유한킴벌리,문구생활,가치주도대형,한국,1970,우리강산푸르게 캠페인으로 사회공헌을 브랜드에 내장
077,깨끗한나라,문구생활,레거시대기업,한국,1966,화장지·기저귀 생활용품. 브랜드명이 제품 철학인 케이스
078,쌍방울,문구생활,레거시대기업,한국,1956,한국 속옷 시장의 레거시. 외환위기 전후 재편 과정 생존
079,BYC,문구생활,레거시대기업,한국,1954,반세기 이상 같은 자리. 변하지 않는 것이 전략인 브랜드
080,불스원,자동차용품,레거시대기업,한국,1989,불스원샷 하나로 자동차 케어 시장 창출
081,동국제약,헬스케어,레거시대기업,한국,1968,마데카솔 연고 하나로 60년. 단일 히트 제품이 기업 지탱
082,광동제약,헬스케어,레거시대기업,한국,1963,비타500으로 제약사가 음료 시장 장악
083,종근당,헬스케어,레거시대기업,한국,1941,종근당건강 자회사로 건강식품까지. 약국 브랜드에서 건강 브랜드로
084,유한양행,헬스케어,가치주도대형,한국,1926,독립운동가 유일한 설립. 직원 지주제·사회공헌을 창업부터 내장
085,보령제약,헬스케어,레거시대기업,한국,1963,겔포스 캐릭터로 의약품에 캐릭터 입힌 마케팅 선구자
086,녹십자,헬스케어,레거시대기업,한국,1967,혈액제제·백신 전문. 국내 바이오 산업의 개척자
087,일동제약,헬스케어,레거시대기업,한국,1941,아로나민 비타민 브랜드. 비타민 시장 대중화
088,동아오츠카,헬스케어,레거시대기업,한국,1979,포카리스웨트 한국 도입. 스포츠음료 시장 창출
089,닥터자르트,헬스케어,글로벌스케일업,한국,2004,피부과 의사가 만든 BB크림. K뷰티 글로벌화의 씨앗
090,COSRX,헬스케어,글로벌스케일업,한국,2013,성분 중심 스킨케어로 해외 직구로 먼저 유명해진 브랜드
091,클리오,헬스케어,글로벌스케일업,한국,1997,드럭스토어와 함께 성장. 올리브영 채널과 공동 성장 구조
092,토니모리,헬스케어,글로벌스케일업,한국,2006,캐릭터 용기로 차별화한 K뷰티 브랜드
093,어퓨,헬스케어,글로벌스케일업,한국,2010,저가 이너뷰티 포지셔닝으로 글로벌 진출
094,네이처리퍼블릭,헬스케어,글로벌스케일업,한국,2009,알로에 수딩젤 하나로 글로벌 K뷰티 대표 제품 만듦
095,조선미녀,헬스케어,글로벌스케일업,한국,2019,전통 미용 재료를 현대적으로 재해석. 아마존에서 먼저 유명
096,메디힐,헬스케어,글로벌스케일업,한국,2009,마스크팩 전문 브랜드. 중국 관광객 필수 쇼핑 아이템
097,에이피알,헬스케어,글로벌스케일업,한국,2014,홈 뷰티 디바이스 시장 개척. 삼성 출신이 만든 뷰티 테크
098,마몽드,헬스케어,레거시대기업,한국,1991,아모레퍼시픽 중저가 브랜드. 화장품의 대중화 주도
099,설화수,헬스케어,글로벌스케일업,한국,1997,한방 원료를 럭셔리 스킨케어로. K뷰티 고급화의 상징
100,코웨이,헬스케어,시장혁신형,한국,1989,정수기 렌탈 모델 창시자. 구독경제의 원조
101,형지,패션,레거시대기업,한국,1982,크로커다일·샤트렌 중년 여성 패션 시장 형성
102,세정,패션,레거시대기업,한국,1969,인디안·올리비아로렌. 백화점 중간 가격대 40년 유지
103,블랙야크,패션,글로벌스케일업,한국,1973,등산화 수리 가게에서 글로벌 아웃도어 브랜드로
104,트렉스타,패션,글로벌스케일업,한국,1993,등산화 전문에서 아웃도어 전체로
105,탑텐,패션,글로벌스케일업,한국,2012,신성통상이 자라·유니클로에 맞서 만든 국산 SPA 브랜드
106,스파오,패션,글로벌스케일업,한국,2009,이랜드 SPA. 콜라보 마케팅으로 MZ세대 공략 성공
107,젝시믹스,패션,글로벌스케일업,한국,2015,룰루레몬 없던 시절 애슬레저 시장 개척
108,오늘의집,패션,시장혁신형,한국,2014,인테리어 SNS에서 커머스로 전환
109,아름다운가게,패션,미션드리븐,한국,2002,중고품 재순환 사회운동의 상업화. 중고거래 문화 선구자
110,커버낫,패션,글로벌스케일업,한국,2012,아메리칸 캐주얼 콘셉트로 국내 스트릿 브랜드 시장 개척
111,마리떼프랑소와저버,패션,글로벌스케일업,프랑스,1968,프랑스 빈티지 브랜드 한국 재발굴. 역수출 성공 사례
112,코오롱FnC,패션,글로벌스케일업,한국,1954,래;코드 업사이클링 패션 론칭. 대기업의 지속가능 브랜드 실험
113,무신사,패션,글로벌스케일업,한국,2001,온라인 편집숍에서 패션 플랫폼 제국으로
114,스타일난다,패션,글로벌스케일업,한국,2004,동대문 셀러에서 로레알에 팔린 K패션 브랜드
115,에잇세컨즈,패션,글로벌스케일업,한국,2012,삼성물산이 만든 첫 SPA. 대기업의 패션 브랜드 실험
116,빈폴,패션,글로벌스케일업,한국,1989,삼성물산 토종 프리미엄 패션. 해외 명품 공세 속 생존 전략
117,내셔널지오그래픽어패럴,패션,글로벌스케일업,한국,2006,IP 라이선스를 패션으로. 지식재산권 비즈니스의 한국 성공
118,한세실업,패션,레거시대기업,한국,1982,OEM 생산에서 자체 브랜드 포트폴리오로
119,신원,패션,레거시대기업,한국,1973,베스띠벨리·씨 등 다중 여성 패션 브랜드 보유
120,이랜드,패션,레거시대기업,한국,1980,대학가 의류 매장 하나에서 글로벌 패션 그룹으로
121,잡코리아,IT플랫폼,시장혁신형,한국,1999,취업정보지를 온라인으로. 디지털 채용 시장 창시
122,사람인,IT플랫폼,시장혁신형,한국,1999,잡코리아 대항마. 구인구직 플랫폼 경쟁의 양대 산맥
123,직방,IT플랫폼,시장혁신형,한국,2012,부동산 중개 불투명성에 앱으로 도전
124,마이리얼트립,IT플랫폼,시장혁신형,한국,2012,가이드 직접 예약이라는 여행 카테고리 신설
125,야놀자,IT플랫폼,글로벌스케일업,한국,2005,모텔 예약 앱에서 글로벌 여행 플랫폼으로
126,리디,IT플랫폼,시장혁신형,한국,2009,전자책에서 웹소설·웹툰으로. 콘텐츠 구독 경제 선구자
127,카카오페이,IT플랫폼,시장혁신형,한국,2014,메신저 내 결제가 독립 금융 브랜드가 된 과정
128,뱅크샐러드,IT플랫폼,시장혁신형,한국,2012,내 금융 데이터 통합 마이데이터의 선구자
129,컬리,IT플랫폼,글로벌스케일업,한국,2015,새벽배송이라는 개념 자체를 만든 브랜드
130,번개장터,IT플랫폼,시장혁신형,한국,2011,당근마켓 이전 중고거래 시장 선구자
131,에이블리,IT플랫폼,시장혁신형,한국,2018,여성 패션 앱. 무신사의 성별 타깃화 대응
132,원티드,IT플랫폼,시장혁신형,한국,2015,지인 추천 채용 모델을 플랫폼화
133,강남언니,IT플랫폼,글로벌스케일업,한국,2015,성형 시술 후기 플랫폼. 은밀한 소비를 공개 리뷰로
134,닥터나우,IT플랫폼,시장혁신형,한국,2020,비대면 진료 선구자. 코로나가 만들고 규제가 막은 브랜드
135,크래프톤,IT플랫폼,글로벌스케일업,한국,2007,배틀그라운드 하나로 글로벌 게임사로
136,넥슨,IT플랫폼,글로벌스케일업,한국,1994,메이플스토리·바람의나라. 아이템 유료화 모델 창시
137,넷마블,IT플랫폼,글로벌스케일업,한국,2000,모바일 게임 시대를 연 브랜드
138,스마일게이트,IT플랫폼,글로벌스케일업,한국,2002,크로스파이어 하나로 중국 시장 정복한 한국 게임사
139,카카오게임즈,IT플랫폼,시장혁신형,한국,2016,카카오 플랫폼 기반 게임 퍼블리셔에서 자체 IP로
140,위메프,IT플랫폼,시장혁신형,한국,2010,소셜커머스 삼국시대의 한 축. 타임딜 커머스 개척
141,티몬,IT플랫폼,시장혁신형,한국,2010,소셜커머스로 시작한 커머스 플랫폼. 흥망의 한국 스타트업 사례
142,G마켓,IT플랫폼,시장혁신형,한국,2000,오픈마켓 모델을 한국에 처음 도입
143,11번가,IT플랫폼,시장혁신형,한국,2008,SK텔레콤이 만든 오픈마켓. 통신사의 커머스 진출 사례
144,SSG닷컴,IT플랫폼,시장혁신형,한국,2018,신세계그룹 통합 온라인몰. 오프라인 유통 강자의 온라인 전환
145,쿠팡이츠,IT플랫폼,시장혁신형,한국,2019,단건 배달 모델로 배달 앱 경쟁 재편
146,배달의민족,IT플랫폼,시장혁신형,한국,2010,배달 앱 시장을 만들고 독일 DH에 팔린 브랜드의 여정
147,요기요,IT플랫폼,시장혁신형,한국,2012,배달의민족 대항마. 배달 앱 빅2 시대의 한 축
148,두나무,IT플랫폼,시장혁신형,한국,2012,업비트 운영사. 가상자산 거래소의 제도권 안착 과정
149,빗썸,IT플랫폼,시장혁신형,한국,2014,국내 최초 가상자산 거래소. 제도 밖에서 시작한 금융 혁신
150,토스,IT플랫폼,글로벌스케일업,한국,2013,간편 송금 하나로 핀테크 제국 건설
151,창비,출판미디어,미션드리븐,한국,1966,독재 시대 비판 지식인 거점. 출판사가 사회운동 기지
152,민음사,출판미디어,글로벌스케일업,한국,1966,세계문학전집 표지 디자인이 브랜드 아이콘이 됨
153,문학동네,출판미디어,글로벌스케일업,한국,1993,문학상과 출판이 하나의 생태계. 한국 문학 게이트키퍼
154,김영사,출판미디어,글로벌스케일업,한국,1979,7가지 습관을 한국에 처음 들여온 출판사
155,알라딘,출판미디어,시장혁신형,한국,1999,중고책 매입·판매를 서점 모델에 통합한 최초
156,예스24,출판미디어,시장혁신형,한국,1999,온라인 서점에서 공연 티켓까지. 문화 플랫폼으로 확장
157,영풍문고,출판미디어,레거시대기업,한국,1980,교보문고와 함께 대형 오프라인 서점 시대
158,시사IN,출판미디어,미션드리븐,한국,2007,기자들 집단 퇴사로 만든 독립 매체
159,아이코닉스,출판미디어,글로벌스케일업,한국,2000,뽀로로 하나로 뽀통령 만듦. 작은 애니메이션사가 IP 제국으로
160,카카오페이지,출판미디어,시장혁신형,한국,2013,기다리면 무료 모델로 콘텐츠 소비 방식 변화
161,멜론,출판미디어,시장혁신형,한국,2004,스포티파이보다 먼저 만든 한국 음악 스트리밍 서비스
162,왓챠,출판미디어,시장혁신형,한국,2016,넷플릭스 이전 한국 OTT. 글로벌 공룡에 맞선 로컬 스트리밍
163,하이브,출판미디어,글로벌스케일업,한국,2005,빅히트에서 하이브로. BTS 하나로 시총 10조 엔터 제국
164,SM엔터테인먼트,출판미디어,글로벌스케일업,한국,1995,K팝 아이돌 시스템의 창시자
165,JYP엔터테인먼트,출판미디어,글로벌스케일업,한국,1997,걸그룹 명가의 글로벌화. 원더걸스에서 ITZY까지
166,스튜디오드래곤,출판미디어,글로벌스케일업,한국,2016,CJ ENM 드라마 스튜디오. 한국 드라마 IP의 글로벌 유통
167,쏘카,모빌리티,글로벌스케일업,한국,2011,카셰어링 시장 창시. 차를 소유 아닌 구독으로
168,타다,모빌리티,시장혁신형,한국,2018,택시 산업과 충돌로 서비스 중단. 규제와 혁신 충돌의 상징
169,카카오T,모빌리티,시장혁신형,한국,2015,기존 콜택시를 앱으로 흡수. 택시 기사와 승객 동시 플랫폼화
170,하나투어,모빌리티,레거시대기업,한국,1993,한국 여행사 업계 1위. 온라인·코로나 시대 오프라인 여행사 생존
171,모두투어,모빌리티,레거시대기업,한국,1988,하나투어와 양대 산맥. 패키지 여행 시장의 양극 경쟁
172,노랑풍선,모빌리티,시장혁신형,한국,1994,중저가 패키지 여행으로 여행 대중화
173,여기어때,모빌리티,시장혁신형,한국,2015,야놀자 대항마. 숙박 플랫폼 이인자의 차별화 전략
174,제주항공,모빌리티,시장혁신형,한국,2005,저비용항공사 시대를 연 첫 민간 LCC
175,에어서울,모빌리티,시장혁신형,한국,2015,아시아나 자회사 LCC. 기존 항공사가 만든 저비용 브랜드 실험
176,킥고잉,모빌리티,시장혁신형,한국,2019,전동킥보드 공유 라스트마일 모빌리티의 선구자
177,한샘,가구인테리어,시장혁신형,한국,1970,주방 가구 전문에서 종합 인테리어로. 아파트 시대 인테리어 제국
178,현대리바트,가구인테리어,레거시대기업,한국,1987,현대그룹 계열 가구 브랜드. 사무용에서 홈퍼니싱으로
179,에넥스,가구인테리어,레거시대기업,한국,1972,주방 가구 전문 업체. 인테리어 시장 중견 브랜드
180,퍼시스,가구인테리어,시장혁신형,한국,1983,사무용 가구 전문 브랜드. B2B 가구 시장의 선도 기업
181,일룸,가구인테리어,시장혁신형,한국,2000,아동·청소년 가구 전문. 성장에 맞게 바뀌는 가구 콘셉트
182,시디즈,가구인테리어,시장혁신형,한국,2004,인체공학 의자 전문 브랜드. 앉는 것을 연구하는 기업
183,까사미아,가구인테리어,시장혁신형,한국,1975,이탈리아 스타일 국산 가구. 수입 가구 대안 브랜드
184,위니아딤채,가구인테리어,레거시대기업,한국,1995,김치냉장고 딤채 발명. 한국 고유 가전 카테고리 창출
185,쿠쿠,가구인테리어,글로벌스케일업,한국,1978,밥솥 전문으로 글로벌 진출. 압력밥솥의 대명사
186,한살림,사회적기업,미션드리븐,한국,1986,생산자·소비자 직거래 협동조합 운동. 농업과 도시를 연결
187,아이쿱생협,사회적기업,미션드리븐,한국,1997,친환경·유기농 소비자 협동조합. 한살림과 함께 생협 양대 산맥
188,트리플래닛,사회적기업,미션드리븐,한국,2010,게임으로 나무 심기. 디지털과 실제 환경운동 연결
189,노리단,사회적기업,미션드리븐,한국,2004,청소년과 예술가가 함께 만드는 공연 단체. 예술이 복지가 됨
190,두손컴퍼니,사회적기업,미션드리븐,한국,2014,장애인이 풀필먼트 서비스 제공하는 소셜벤처
191,공정무역가게,사회적기업,미션드리븐,한국,2003,공정무역 제품 전문 유통. 소비가 세상을 바꾼다는 철학
192,사회연대은행,사회적기업,미션드리븐,한국,2003,취약계층 소액 대출 사회적금융 기관
193,알맹상점,사회적기업,미션드리븐,한국,2019,포장 없이 내용물만 파는 제로웨이스트 가게
194,행복나래,사회적기업,미션드리븐,한국,2012,SK 사회성과인센티브 모델로 만든 사회적기업
195,오이뮤,사회적기업,미션드리븐,한국,2014,전통 자수를 현대 패턴으로. 전통 공예의 지속가능한 상업화
196,강화섬쌀,로컬지역,생계형로컬,한국,1975,인천 강화도 특산 쌀 브랜드. 지역 농산물의 브랜드화 과정
197,횡성한우협동조합,로컬지역,생계형로컬,한국,1990,한우 등급제로 지역 쇠고기를 프리미엄 브랜드로
198,제주삼다수,로컬지역,레거시대기업,한국,1998,제주개발공사 운영 생수. 지역 자원이 전국 1위 생수 브랜드로
199,한라산소주,로컬지역,레거시대기업,한국,1950,제주 지역 소주 브랜드. 지역 정체성 수호
200,보성녹차,로컬지역,생계형로컬,한국,1940,전남 보성 녹차 재배 협동조합. 지명이 브랜드가 된 농업
201,봉평메밀,로컬지역,생계형로컬,한국,1980,강원 평창 봉평면 메밀 음식 브랜드. 이효석 소설과 연결
202,춘천닭갈비,로컬지역,생계형로컬,한국,1965,춘천이라는 지명이 요리 이름이 된 케이스
203,전주비빔밥,로컬지역,생계형로컬,한국,1960,지역 음식이 전국 브랜드가 된 사례. 공동 브랜드 관리의 문제
204,나주곰탕,로컬지역,생계형로컬,한국,1945,나주 지역 전통 곰탕 브랜드. 지역 음식의 전국화 과정
205,홍성한우,로컬지역,생계형로컬,한국,1985,충남 홍성 한우 브랜드. 지역 축산 협동조합의 브랜드화
206,핏펫,반려동물,시장혁신형,한국,2017,반려동물 건강 관리 플랫폼. 펫코노미 시대의 선구자
207,닥터도리,반려동물,시장혁신형,한국,2015,반려동물 자연식 먹거리 브랜드. 펫 푸드의 프리미엄화
208,바잇미,반려동물,시장혁신형,한국,2016,반려동물 의류·용품 브랜드. 반려동물 패션 시장 창출
209,어바웃펫,반려동물,시장혁신형,한국,2018,반려동물 종합 플랫폼. 반려동물 시장 통합 시도
210,라인프렌즈,어린이문화,글로벌스케일업,한국,2015,메신저 이모티콘이 글로벌 캐릭터 비즈니스로
211,카카오프렌즈,어린이문화,글로벌스케일업,한국,2012,카카오톡 이모티콘에서 오프라인 팝업스토어·굿즈까지
212,뽀로로파크,어린이문화,글로벌스케일업,한국,2005,뽀로로 IP 기반 실내 놀이공원. 캐릭터의 공간화
213,아가방앤컴퍼니,어린이문화,레거시대기업,한국,1974,유아동 의류·용품의 레거시 브랜드
214,보령메디앙스,어린이문화,레거시대기업,한국,1991,유아 전용 스킨케어의 선구자. 베이비로션 대명사
215,케이뱅크,금융핀테크,시장혁신형,한국,2017,국내 첫 인터넷 전문 은행. 토스뱅크·카카오뱅크의 길 개척
216,핀다,금융핀테크,시장혁신형,한국,2018,대출 비교 플랫폼. 금융 상품 비교 시장을 만든 브랜드
217,8퍼센트,금융핀테크,미션드리븐,한국,2014,P2P 대출의 공정한 대안 금융이라는 미션으로 창업
218,미래에셋,금융핀테크,글로벌스케일업,한국,1997,박현주 한 사람이 만든 금융 제국. 개인 투자자 시대 개막
219,메리츠화재,금융핀테크,글로벌스케일업,한국,1922,1922년 창업 보험사가 2020년대 가장 주목받는 보험사로 변신
220,교보생명,금융핀테크,레거시대기업,한국,1958,신용호 교보문고 창업자가 만든 생명보험. 교육·금융 연결 철학
221,카카오뱅크,금융핀테크,시장혁신형,한국,2017,모바일 전용 은행. 공인인증서 없는 간편 금융의 혁신
222,크라우드웍스,금융핀테크,시장혁신형,한국,2015,AI 학습 데이터 크라우드소싱 플랫폼. 데이터 경제의 새 일자리
223,NH투자증권,금융핀테크,레거시대기업,한국,1969,농협 계열 증권사. 농업 자본이 금융 자본이 된 과정
224,한국투자증권,금융핀테크,레거시대기업,한국,1974,중견 증권사에서 해외 진출 선도로. 동남아 금융 투자
225,유디치과,의료서비스,시장혁신형,한국,2002,치과 네트워크 체인의 선구자. 가격 투명화로 치과 시장 변화
226,강남베드로병원,의료서비스,시장혁신형,한국,2002,도수치료 전문 브랜드 병원. 의료의 브랜드화 선구자
227,차병원그룹,의료서비스,글로벌스케일업,한국,1967,난임·여성 건강 전문. 의료 기관이 글로벌 브랜드가 된 케이스
228,미소치과,의료서비스,시장혁신형,한국,2011,미소를파는사람들. 치과 네트워크 2세대. 투명한 가격제
229,메가엠디,의료서비스,시장혁신형,한국,2005,의대 입시 전문 학원 브랜드. 의대 붐이 만든 새 교육 시장
230,올리브영,유통서비스,시장혁신형,한국,1999,드럭스토어를 한국에 처음 만든 CJ 계열 헬스뷰티 채널
231,GS자이,건설부동산,레거시대기업,한국,1969,GS건설 아파트 브랜드. 아파트가 브랜드로 팔리기 시작한 시대
232,이편한세상,건설부동산,레거시대기업,한국,2000,DL이앤씨 아파트 브랜드. 이름이 소비자 편의를 직접 약속
233,래미안,건설부동산,레거시대기업,한국,2000,삼성물산 아파트 브랜드. 삼성이라는 신뢰를 주거에 입힌 전략
234,힐스테이트,건설부동산,레거시대기업,한국,2006,현대건설 아파트 브랜드. 현대 브랜드의 주거 확장
235,푸르지오,건설부동산,레거시대기업,한국,2000,대우건설 아파트 브랜드. 워크아웃 이후에도 살아남은 브랜드
236,부동산114,건설부동산,시장혁신형,한국,1999,부동산 정보를 온라인에서 처음 제공한 플랫폼
237,다방,건설부동산,시장혁신형,한국,2012,직방 대항마. 부동산 앱 양강 경쟁
238,스테이폴리오,건설부동산,시장혁신형,한국,2015,감성 숙소 큐레이션 플랫폼. 에어비앤비의 한국형 대안
239,GS더프레시,유통서비스,시장혁신형,한국,2004,동네 슈퍼마켓을 체인화. 편의점과 대형마트 사이의 공간 창출
240,메가MGC커피,유통서비스,시장혁신형,한국,2019,저가 커피 시장에서 급속 성장. 가맹점 수 최단기 1위
241,할리스커피,유통서비스,시장혁신형,한국,1998,토종 커피 프랜차이즈 1세대. 스타벅스와의 20년 경쟁
242,투썸플레이스,유통서비스,시장혁신형,한국,2002,CJ가 만든 케이크 카페. 카페와 베이커리 결합 모델
243,BGF리테일CU,유통서비스,시장혁신형,한국,1990,보광훼미리마트에서 자체 CU 브랜드로 독립한 편의점
244,GS25,유통서비스,시장혁신형,한국,1990,GS 편의점 브랜드. 편의점이 생활 인프라가 된 시대 주역
